Taxon,Taxonomic.status,Taxon.update,Taxon.notes,LA,leafC,leafN.mg.g,height,rootC,rootN.mg.g,seed.dry.mass,SLA,leaf.thickness,root.depth,RTD,fineRTD,LDMC,SRL,fineSRL,rootDiam,Fine.root.C.N.ratio,Root.Shoot.Ratio,Notes,Notes.2,,,
TRAGIA HIERONYMI,Accepted,TRAGIA HIERONYMI,,,,,,,,,,,,,,,,,,,,,,,,
TRAGIA MEYERIANA,Accepted,TRAGIA MEYERIANA,,,,,,,,,,,,,,,,,,,,,,,,
TRAGOPOGON DUBIUS,Accepted,TRAGOPOGON DUBIUS,,318.07,,,0.646891667,,,10.16498706,23.15644185,,0.1524,0.27502617,,0.202166667,68.73814088,,0.359875,,0.122930454,"RTD, SRL, diam from groot",,,,
TRAGOPOGON PRATENSIS,Accepted,TRAGOPOGON PRATENSIS,,1507.5,,,0.575,447.323052,20.30344663,5.710336364,22.41578318,,,0.170824899,,0.187391952,150.3177187,,0.287861111,,,"RootC and N, RTD, SRL, diam from groot",,,,
TRICHOPHORUM CESPITOSUM,Accepted,TRICHOPHORUM CESPITOSUM,,,,15.3,0.4,458.1,4.4,0.36,,,0.1,,,,35.47,,0.425,,,"RootC and N, depth, SRL, diam from groot",,,,
TRIDENS FLAVUS,Accepted,TRIDENS FLAVUS,,,,,0.660992,,,0.831431345,12.5091284,,0.254,,,0.466690175,,,,,,,,,,
TRIENTALIS EUROPEA,Synonym,LYSIMACHIA EUROPAEA,"synonym already list, at same general site Lydra Old and Lydra Intermediate",,,,,,,,,,,,,,,,,,,,,,,
TRIFOLIUM DUBIUM,Accepted,TRIFOLIUM DUBIUM,,135.5,,33.31451177,0.305,420.5905765,27.56771735,0.38150625,28.42172609,,0.3445,0.109,,0.1995,254.8747547,,0.231187416,,,"RootC and N, depth, RTD, SRL, diam from groot",,,,
TRIFOLIUM MACROCEPHALUM,Accepted,TRIFOLIUM MACROCEPHALUM,,,,,0.6096,,,5.044661836,,,0.1524,,,,,,,,,,,,,
TRIFOLIUM MONTANUM,Accepted,TRIFOLIUM MONTANUM,,1624.066667,458.54,34.121,0.306666667,,,0.77515625,18.67023642,,,0.113646105,,0.259298333,238.0656783,,0.246975,,,"RTD, SRL, diam from groot",,,,
TRIFOLIUM PRATENSE,Accepted,TRIFOLIUM PRATENSE,,525.75,479.3119978,40.4444317,0.389308642,402.488777,21.07704,1.63706038,27.55091965,0.13925,0.3048,0.16269724,,0.255988849,184.5175823,,0.256183381,,,"RootC, RTD, SRL, diam from groot",,,,
TRIFOLIUM REPENS,Accepted,TRIFOLIUM REPENS,,450.8333333,440.9383209,43.78354086,0.236251111,414.8102958,21.66035,0.695858417,26.94650771,0.153063333,0.3048,0.123144013,,0.193546251,192.8045087,,0.263218929,,0.324,"RootC, RTD, SRL, diam from groot",,,,
TRIODIA BASEDOWII,Accepted,TRIODIA BASEDOWII,,,,,,,,0.96,,,,,,,,,,,,,,,,
TRIPLEUROSPERMUM INODORUM,Accepted,TRIPLEUROSPERMUM INODORUM,,251.188,,,0.6,,,0.345375,22.90687782,0.27,,,,0.145666667,,,,,,,,,,
TRIPOGON LOLIIFORMIS,Accepted,TRIPOGON LOLIIFORMIS,,,,,,,,,,,,,,,,,,,,,,,,
TRISETUM FLAVESCENS,Accepted,TRISETUM FLAVESCENS,,385,440.2900246,27.09907954,0.532263158,429.3199492,8.795034255,0.31865,22.11711414,0.177777778,,0.166445278,,0.280320712,447.4973772,,0.175392308,,,"RootC, RTD, SRL, diam from groot",,,,
TRISETUM SPICATUM,Accepted,TRISETUM SPICATUM,,,,,0.32706,,,0.31305314,,,0.3048,,,,,,,,,,,,,
TRISTACHYA LEUCOTHRIX,Accepted,TRISTACHYA LEUCOTHRIX,,,453.0666667,9.6,,447.3666667,4.466666667,,,0.15,,0.62,,,,,0.366666667,,,RTD from groot,,,,
TROPIDOCARPUM GRACILE,Accepted,TROPIDOCARPUM GRACILE,,,,,,,,0.210833333,,,,,,,,,,,,,,,,
ULEX PARVIFLORUS,Accepted,ULEX PARVIFLORUS,,,,14.1,,,,,,,1.5,0.71673186,,,9.189147922,,0.373179167,,,"depth, RTD, SRL, diam from groot",,,,
VACCINIUM MYRTILLUS,Accepted,VACCINIUM MYRTILLUS,,119.6643643,508.2852444,18.74819405,0.386262821,504.0025913,5.5077,5.987683333,20.04821764,0.139976852,0.007,,,0.352248318,,,0.35,47.456761,,"RootC, depth, diam from groot",,,,
VACCINIUM TENELLUM,Accepted,VACCINIUM TENELLUM,,,,,,,,,,,,,,,,,,,,,,,,
VACCINIUM ULIGINOSUM,Accepted,VACCINIUM ULIGINOSUM,,142.5595688,523.6567872,19.4998079,0.470266667,501.4448297,4.2,11.2084,13.90672208,0.235,0.2274,,,0.37473542,,,,53.77183493,,rootC from groot,,,,
VACCINIUM VITIS-IDAEA,Accepted,VACCINIUM VITIS-IDAEA,,77.74651222,532.3493362,10.93425771,0.231449383,473.6887117,6.33333,11.20832469,9.170438572,0.286283951,0.2024,,,0.38374567,630.3,,,44.34777896,,rootC and SRL from groot,,,,
VALERIANA samolifolia,Accepted,VALERIANA samolifolia,,,,,,,,,,,,,,,,,,,,,,,,
VALERIANELLA LOCUSTA,Accepted,VALERIANELLA LOCUSTA,,152,,,0.1925,,,1.483879365,31.7,,,,,0.103,,,,,,,,,,
VENTENATA DUBIA,Accepted,VENTENATA DUBIA,,,,,0.225,,,,,,,,,,,,,,,,,,,
VERBENA HALEI,Accepted,VERBENA HALEI,,,,,,,,,,,,,,,,,,,,,,,,
VERBENA STRICTA,Accepted,VERBENA STRICTA,,,,10.6,0.9975,,,1.0335,13.78250342,,1.2192,,,0.27554036,,,,,,depth from groot,,,,
VERONICA ARVENSIS,Accepted,VERONICA ARVENSIS,,151.6666667,,,0.187777778,,,0.114440625,21.00097059,,,,,0.135444444,,,,,0.28,,,,,
VERONICA CHAMAEDRYS,Accepted,VERONICA CHAMAEDRYS,,355.5,465.44,25.804,0.234,395.6747839,10.00287923,0.20452,28.10742313,0.16675,,0.114461321,,0.264392857,349.9700698,,0.149373333,,,"RootC and N, RTD, SRL, diam from groot",,,,
VERONICA SERPYLLIFOLIA,Accepted,VERONICA SERPYLLIFOLIA,,188,,,0.195833333,,,0.054004,22.86188407,,,0.229166667,,0.175,833.5418291,,0.0915,,,"RTD, SRL, diam from groot",,,,
VICIA AMERICANA,Accepted,VICIA AMERICANA,,89.20925926,,35.46973684,0.4205,410.0235748,26.83157895,15.66466818,30.23664949,,0.254,0.096375062,,0.192455185,120.1141587,,0.363178334,,,"rootC, RTD, SRL, diam from groot",,,,
VICIA ARTICULATA,Accepted,VICIA ARTICULATA,,438.34,,,0.253333333,,,39.52566667,25.51,,,,,0.163503333,,,,,,,,,,
VICIA CRACCA,Accepted,VICIA CRACCA,,971.5,477.0167024,41.79727454,0.879038889,419.0870368,24.42381,14.64883285,26.81365133,,0.3048,0.195683333,,0.270853086,41.43187551,,0.463024976,,,"rootC, RTD, SRL, diam from groot",,,,
VICIA HIRSUTA,Accepted,VICIA HIRSUTA,,305.3333333,,43.2098,0.4375,,28.02801,5.848192857,22.05714286,,,0.3375,,0.240333333,87.90712843,,0.2074,,,"rootC, RTD, SRL, diam from groot",,,,
VICIA SATIVA,Accepted,VICIA SATIVA,,1286,,,0.7509,389,3.5,26.49725535,26.61714286,,0.3048,0.430769231,,0.2175,60.47073255,,0.222666667,,,"rootC and N, RTD, SRL, diam from groot",,,,
VICIA SEPIUM,Accepted,VICIA SEPIUM,,1242,,46.0056,0.683333333,394,27.307,20.392355,38.73428571,,,,,0.186,,,,,,root c from groot,,,,
VIGNA VEXILLATA,Accepted,VIGNA VEXILLATA,,,,,,,,16.35,,,,,,,,,,,,,,,,
VIOLA ADUNCA,Accepted,VIOLA ADUNCA,,,,15.95,,,,0.79,,,,0.357352941,,,90.4657319,,0.30847,,,"RTD, SRL, diam from groot",,,,
VIOLA ARCUATA,Accepted,VIOLA ARCUATA,,,,,0.2,,,0.42,,,,,,,,,,,,,,,,
VIOLA BETONICIFOLIA,Accepted,VIOLA BETONICIFOLIA,,,,,,,,1.35,,,,,,,,,,,,,,,,
VITIS VULPINA,Accepted,VITIS VULPINA,,,,,22.6492,,,27.60654052,8.20827,,0.4064,,,,,,,,,,,,,
VITTADINIA EREMAEA,Accepted,VITTADINIA EREMAEA,,,,,,,,1.0195,,,,,,,,,,,,,,,,
VITTADINIA HUMERATA,Accepted,VITTADINIA HUMERATA,,,,,,,,,,,,,,,,,,,,,,,,
VULPIA BROMOIDES,Accepted,VULPIA BROMOIDES,,40.66666667,,,0.2225,,,0.452866667,20.86,,0.4995,,,0.262333333,417.75,,0.2945,,,"depth, SRL, diam from groot",,,,
VULPIA MYUROS,Accepted,VULPIA MYUROS,,40,,,0.435733333,,7.5,0.538677134,22.38333333,,0.3048,0.044,,0.272,268.91,,,,,"rootN, RTD, SRL from groot",,,,
VULPIA OCTOFLORA,Accepted,VULPIA OCTOFLORA,,,,,,,,0.31275,,,,0.243529486,,,437.3523058,,0.11168,,,"RTD, SRL, diam from groot",,,,
WAHLENBERGIA GRACILENTA,Accepted,WAHLENBERGIA GRACILENTA,,,,,,,,0.01,,,,,,,,,,,,,,,,
WAHLENBERGIA STRICTA,Accepted,WAHLENBERGIA STRICTA,,,,,,,,0.01,,,,,,,,,,,,,,,,
WURMBEA DIOICA,Accepted,WURMBEA DIOICA,,,,,,,,0.71,,,,,,,,,,,,,,,,
WYETHIA AMPLEXICAULIS,Accepted,WYETHIA AMPLEXICAULIS,,,,,0.762,,,15.46914073,,,0.4064,,,,56.76494359,,0.623433333,,,"SRL, diam from groot",,,,
XEROALOYSIA OVATIFOLIA,Accepted,XEROALOYSIA OVATIFOLIA,,,,,,,,,,,,,,,,,,,,,,,,
YAKIRRA AUSTRALIENSIS,Accepted,YAKIRRA AUSTRALIENSIS,,,,,,,,,,,,,,,,,,,,,,,,
ZINNIA GRANDIFLORA,Accepted,ZINNIA GRANDIFLORA,,,,,,,,2.43,13.11271663,,1.5,81.44686149,5.38E-07,,,0.003103415,0.41,,,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,,,
ZIZIA APTERA,Accepted,ZIZIA APTERA,,7062.5045,463.8145,16.074,,,,1.7475,40.37573969,,,,,,,,,,,,,,,
